id,title,description,link,image_link,availability,price,sale_price,brand,gtin,mpn,identifier_exists,condition,google_product_category
29,"The Ordinary VITAMIN C Ascorbyl Glucoside 12%","Gentle vitamin C serum for brighter, more even, radiant skin.",https://poshystore.com/the-ordinary-vitamin-c-ascorbyl-glucoside-12-percent,https://poshystore.com/images/The%20Ordinary%20VITAMIN%20C%20Ascorbyl%20Glucoside%2012%25/1.png,in_stock,"22.00 JOD",,"The ordinary",,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
30,"The Ordinary Alpha Arbutin 2% + HA","Targeted alpha arbutin serum for dark spots and uneven tone.",https://poshystore.com/the-ordinary-alpha-arbutin-2-percent-plus-ha,https://poshystore.com/images/The%20Ordinary%20Alpha%20Arbutin%202%25%20%2B%20HA/1.png,in_stock,"17.00 JOD",,"The ordinary",,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
31,"The Ordinary Retinol 0.5% in Squalane","BHA treatment to unclog pores, target blemishes, and smooth texture.",https://poshystore.com/the-ordinary-retinol-05-percent-in-squalane,https://poshystore.com/images/The%20Ordinary.%20Retinol%200.5%25%20in%20Squalane%20/1.png,in_stock,"16.00 JOD",,"The ordinary",,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
32,"The Ordinary Retinol 0.2%","Intro‑strength retinol in squalane for first‑time retinol users.",https://poshystore.com/the-ordinary-retinol-02-percent,https://poshystore.com/images/The%20Ordinary.%20Retinol%200.2%25/1.png,in_stock,"16.00 JOD",,"The ordinary",,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
33,"The Ordinary AHA 30% + BHA 2% Peeling Solution","Intense AHA/BHA exfoliating peel for smoother, brighter, refined skin.",https://poshystore.com/the-ordinary-aha-30-percent-plus-bha-2-percent-peeling-solution,https://poshystore.com/images/The%20Ordinary%20AHA%2030%25%20%2B%20BHA%202%25%20Peeling%20Solution/1.jpg,in_stock,"16.00 JOD",,"The ordinary",,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
34,"The Ordinary Glycolic Acid 7% exfoliating toner","Best‑selling glycolic acid toner for smoother, brighter, more even skin.",https://poshystore.com/the-ordinary-glycolic-acid-7-percent-toner,https://poshystore.com/images/The%20Ordinary%20Glycolic%20Acid%207%25%20Toner/1.png,in_stock,"20.00 JOD",,"The ordinary",,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
35,"Paula's Choice 2% Bha Liquid Exfoliant","Iconic 2% BHA liquid exfoliant for blackheads, pores, and smooth skin.",https://poshystore.com/paulas-choice-2-percent-bha-liquid-exfoliant,https://poshystore.com/images/PAULA%27S%20CHOICE%202%25%20BHA%20Liquid%20Exfoliant/1.png,in_stock,"41.00 JOD",,"Paula’s choice",,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
36,"PanOxyl Acne Creamy Wash 4% Benzoyl Peroxide","Dermatologist‑trusted 4% benzoyl peroxide wash for face and body acne.",https://poshystore.com/panoxyl-acne-creamy-wash-4-percent-benzoyl-peroxide,https://poshystore.com/images/PanOxyl%20Acne%20Creamy%20Wash%204%25%20Benzoyl%20Peroxide/1.png,in_stock,"18.00 JOD",,PanOxyl,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
37,"Crest 3D WHITESTRIPS Professional White Kit","Professional‑level at‑home whitening strips for a visibly whiter smile.",https://poshystore.com/crest-3d-whitestrips-professional-white-kit,https://poshystore.com/images/Crest%203D%20WHITESTRIPS%20Professional%20White%20Kit/1.jpeg,out_of_stock,"55.00 JOD",,Crest,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
38,"COSRX Advanced Snail 96 Mucin Power Essence","Snail mucin essence for intense hydration, repair, and glass‑skin glow.",https://poshystore.com/cosrx-advanced-snail-96-mucin-power-essence,https://poshystore.com/images/35%2055-60%2040%20COSRX%20Advanced%20Snail%2096%20Mucin%20Power%20Essence%20/1.png,in_stock,"19.00 JOD",,Cosrx,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
39,"Celimax Retinal Shot Tightening Booster","Retinal booster for tighter, smoother, more youthful‑looking skin.",https://poshystore.com/celimax-retinal-shot-tightening-booster,https://poshystore.com/images/Celimax%20RETINAL%20SHOT%20TIGHTENING%20BOOSTER/1.jpeg,in_stock,"17.00 JOD",,Celimax,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
41,"The Ordinary Multi‑Peptide Serum for Hair Density","Peptide hair serum to support thicker, fuller, denser‑looking hair.",https://poshystore.com/the-ordinary-multi-peptide-serum-for-hair-density,https://poshystore.com/images/The%20Ordinary%20Multi%E2%80%91Peptide%20Serum%20for%20Hair%20Density/1.jpg,in_stock,"37.00 JOD",,"The ordinary",,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
42,"The Ordinary Salicylic Acid 2%","BHA treatment to unclog pores, target blemishes, and smooth texture.",https://poshystore.com/the-ordinary-salicylic-acid-2-percent,https://poshystore.com/images/The%20Ordinary.%20Salicylic%20Acid%202%25/1.png,in_stock,"16.00 JOD",,"The ordinary",,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
43,"Panoxyl 10% Acne Treatment Gel","Panoxyl 10% Acne Gel – benzoyl peroxide acne treatment for pimples, blackheads & oily, acne-prone skin. Reduces breakouts & redness fast.”",https://poshystore.com/panoxyl-10-percent-acne-treatment-gel,https://poshystore.com/images/Panoxyl%2010%25%20Acne%20Treatment%20Gel/1.jpeg,in_stock,"18.00 JOD",,PanOxyl,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
45,"Cetaphil Moisturizing Cream 85 g","Cetaphil Moisturizing Cream 85 g – rich hydration for dry, sensitive skin. Soothes, softens, and restores skin barrier daily.",https://poshystore.com/cetaphil-moisturizing-cream-85-g,https://poshystore.com/images/Cetaphil%20Moisturizing%20Cream%2085%20g/1.jpg,in_stock,"13.00 JOD",,Cetaphil,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
46,"Cetaphil Daily Facial Cleanser – Normal to Oily Skin","Gentle Cetaphil Cleanser for normal to oily skin – removes dirt, oil, and impurities without drying. Perfect for daily acne-prone skin care.",https://poshystore.com/cetaphil-daily-facial-cleanser-normal-to-oily-skin,https://poshystore.com/images/Cetaphil%20Daily%20Facial%20Cleanser%20%E2%80%93%20Normal%20to%20Oily%20Skin/1.png,in_stock,"19.00 JOD",,Cetaphil,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
47,"Cetaphil Gentle Clear Mattifying Acne Moisturizer","Cetaphil Gentle Clear Mattifying Moisturizer – lightweight acne care, controls oil, prevents breakouts, hydrates, and smooths skin.",https://poshystore.com/cetaphil-gentle-clear-mattifying-acne-moisturizer,https://poshystore.com/images/Cetaphil%20Gentle%20Clear%20Mattifying%20Acne%20Moisturizer/1.jpeg,in_stock,"20.00 JOD",,Cetaphil,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
48,"Cetaphil Gentle Exfoliating SA Cleanser","Cetaphil Gentle Exfoliating Cleanser – salicylic acid formula for smooth, clear skin. Removes dead skin, unclogs pores, prevents breakouts.",https://poshystore.com/cetaphil-gentle-exfoliating-sa-cleanser,https://poshystore.com/images/Cetaphil%20Gentle%20Exfoliating%20SA%20Cleanser/1.jpg,in_stock,"21.00 JOD",,Cetaphil,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
49,"Cetaphil Gentle Skin Cleanser – Normal to Dry Skin","Cetaphil Gentle Skin Cleanser – mild, non-irritating formula for normal to dry skin. Cleanses, soothes, and hydrates without stripping.",https://poshystore.com/cetaphil-gentle-skin-cleanser-normal-to-dry-skin,https://poshystore.com/images/Cetaphil%20Gentle%20Skin%20Cleanser%20%E2%80%93%20Normal%20to%20Dry%20Skin/1.jpeg,in_stock,"20.00 JOD",,Cetaphil,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
50,"La Roche-Posay Effaclar Duo [+] M –","Effaclar Duo [+] M – anti-acne moisturizer for oily, acne-prone skin. Reduces pimples, unclogs pores, controls shine, hydrates.",https://poshystore.com/la-roche-posay-effaclar-duo-plus-m,https://poshystore.com/images/La%20Roche-Posay%20Effaclar%20Duo%20%5B%2B%5D%20M%20%E2%80%93/2.jpeg,in_stock,"26.00 JOD",,"La roche posay",,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
51,"Arencia Vitamin C Booster Shot Serum","Arencia Vitamin C Serum – brightening, dark spot care, antioxidant formula with Glutathione, Niacinamide & Vitamin E.",https://poshystore.com/arencia-vitamin-c-booster-shot-serum,https://poshystore.com/images/Arencia%20Vitamin%20C%20Booster%20Shot%20Serum/1.jpeg,out_of_stock,"23.00 JOD",,Arencia,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
52,"Aromatica Rosemary Root Enhancer Toner","Aromatica Rosemary Toner – revitalizing, refreshing toner for healthy skin, improves texture, hydration, and balance.",https://poshystore.com/aromatica-rosemary-root-enhancer-toner,https://poshystore.com/images/Aromatica%20Rosemary%20Root%20Enhancer%20Toner/1.jpeg,in_stock,"19.00 JOD",,Aromatica,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
53,"TIRTIR Collagen Lifting Eye Cream","TIRTIR Collagen Eye Cream – reduces fine lines, lifts & firms delicate eye area, hydrates, brightens dark circles.",https://poshystore.com/tirtir-collagen-lifting-eye-cream,https://poshystore.com/images/TIRTIR%20Collagen%20Lifting%20Eye%20Cream/1.png,in_stock,"22.00 JOD",,TiRTiR,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
54,"TIRTIR Mask Fit Waterproof Setting Spray","TIRTIR Mask Fit Setting Spray – waterproof, long-lasting makeup hold, lightweight, prevents smudging, keeps skin fresh.",https://poshystore.com/tirtir-mask-fit-waterproof-setting-spray,https://poshystore.com/images/TIRTIR%20Mask%20Fit%20Waterproof%20Setting%20Spray/1.png,in_stock,"21.00 JOD",,TiRTiR,,,no,new,"Health & Beauty > Personal Care > Cosmetics"
55,"Beauty of Joseon Revive Eye Serum","Beauty of Joseon Revive Eye Serum – brightens, hydrates, and firms delicate under-eye area. Reduces dark circles & fine lines.",https://poshystore.com/beauty-of-joseon-revive-eye-serum,https://poshystore.com/images/Beauty%20of%20Joseon%20Revive%20Eye%20Serum/1.png,in_stock,"19.00 JOD",,"BEAUTY OF JOSEON",,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
56,"Eucerin Roughness Relief Cream","Eucerin Roughness Relief Cream – smooths dry, rough skin, deeply hydrates, restores softness, ideal for very dry, rough areas.",https://poshystore.com/eucerin-roughness-relief-cream,https://poshystore.com/images/Eucerin%20Roughness%20Relief%20Cream/1.jpeg,in_stock,"25.00 JOD",,Eucerin,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
57,"Eucerin Advanced Repair Hand Cream","Eucerin Advanced Repair Hand Cream – repairs and deeply hydrates dry, chapped hands, restores softness, fast-absorbing, non-greasy.",https://poshystore.com/eucerin-advanced-repair-hand-cream,https://poshystore.com/images/Eucerin%20Advanced%20Repair%20Hand%20Cream/1.jpeg,in_stock,"11.00 JOD",,Eucerin,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
58,"Eucerin Face Hydrating Cleansing Gel","Eucerin Face Hydrating Cleansing Gel – gentle, soap-free, hydrates normal to dry skin while cleansing, leaving skin soft and refreshed.",https://poshystore.com/eucerin-face-hydrating-cleansing-gel,https://poshystore.com/images/Eucerin%20Face%20Hydrating%20Cleansing%20Gel/1.jpeg,in_stock,"22.00 JOD",,Eucerin,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
59,"Carmex Daily Care Moisturizing Lip Balm SPF 15 – Fresh Cherry","Carmex Fresh Cherry Lip Balm SPF 15 – daily hydration and sun protection for lips. Soft, smooth, and fruity flavored.",https://poshystore.com/carmex-daily-care-moisturizing-lip-balm-spf-15-fresh-cherry,https://poshystore.com/images/Carmex%20Daily%20Care%20Moisturizing%20Lip%20Balm%20SPF%2015%20%E2%80%93%20Fresh%20Cherry/1.jpeg,in_stock,"4.00 JOD",,Carmex,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
60,"Celimax Double Retinal Shot Tightening Booster","Retinal booster for tighter, smoother, more youthful‑looking skin.",https://poshystore.com/celimax-double-retinal-shot-tightening-booster,https://poshystore.com/images/Celimax%20double%20RETINAL%20SHOT%20TIGHTENING%20BOOSTER/1.jpg,in_stock,"32.00 JOD",,Celimax,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
65,"ANUA PDRN Hyaluronic Acid 100 Moisturizing Cream","ANUA PDRN Hyaluronic Acid 100 Moisturizing Cream hydrates, repairs, and strengthens the skin barrier with PDRN (salmon DNA) and hyaluronic acid for smooth glass skin",https://poshystore.com/anua-pdrn-hyaluronic-acid-100-moisturizing-cream,https://poshystore.com/images/ANUA%20PDRN%20Hyaluronic%20Acid%20100%20Moisturizing%20Cream/1.jpeg,out_of_stock,"25.00 JOD",,Anua,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
66,"Medicube Kojic Acid Turmeric Night Wrapping Mask","Medicube Kojic Acid Turmeric Night Wrapping Mask brightens skin, reduces dark spots, and improves uneven skin tone while you sleep. Powerful Korean overnight brightening mask.",https://poshystore.com/medicube-kojic-acid-turmeric-night-wrapping-mask,https://poshystore.com/images/Medicube%20Kojic%20Acid%20Turmeric%20Night%20Wrapping%20Mask/1.jpeg,in_stock,"22.00 JOD",,Medicube,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
67,"Medicube PDRN Pink Caffeine Night Wrapping Mask","Medicube Pink Caffeine Night Mask hydrates, firms, and revitalizes tired skin overnight with caffeine and PDRN for brighter and smoother skin.",https://poshystore.com/medicube-pdrn-pink-caffeine-night-wrapping-mask,https://poshystore.com/images/Medicube%20PDRN%20Pink%20Caffeine%20Night%20Wrapping%20Mask/1.jpeg,in_stock,"22.00 JOD",,Medicube,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
68,"Celimax Pore + Dark Spot Brightening Serum","Celimax Pore + Dark Spot Brightening Serum reduces dark spots, minimizes pores, and improves skin tone with powerful Korean brightening ingredients.",https://poshystore.com/celimax-pore-plus-dark-spot-brightening-serum,https://poshystore.com/images/Celimax%20Pore%20%2B%20Dark%20Spot%20Brightening%20Serum/1.jpeg,in_stock,"21.00 JOD",,Celimax,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
69,"Celimax Retinol Shot Tightening Serum","Celimax Retinol Shot Tightening Serum reduces wrinkles, tightens pores, and improves skin elasticity with powerful Korean retinol technology.",https://poshystore.com/celimax-retinol-shot-tightening-serum,https://poshystore.com/images/Celimax%20Retinol%20Shot%20Tightening%20Serum/1.jpeg,in_stock,"24.00 JOD",,Celimax,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
70,"AXIS-Y Complete No-Stress Physical Sunscreen","AXIS-Y Complete No-Stress Physical Sunscreen SPF50 protects skin from UV rays while soothing sensitive skin with calming Korean skincare ingredients.",https://poshystore.com/axis-y-complete-no-stress-physical-sunscreen,https://poshystore.com/images/AXIS-Y%20Complete%20No-Stress%20Physical%20Sunscreen/1.jpeg,in_stock,"21.00 JOD",,AXIS-Y,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
71,"Centella Tone Brightening Capsule Ampoule","Centella Tone Brightening Capsule Ampoule brightens dull skin, reduces dark spots, and improves skin tone with centella and brightening capsules.",https://poshystore.com/centella-tone-brightening-capsule-ampoule,https://poshystore.com/images/Centella%20Tone%20Brightening%20Capsule%20Ampoule/1.jpeg,in_stock,"24.00 JOD",,Centella,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
72,"ANUA Niacinamide 10% + TXA 4% Serum","ANUA Niacinamide 10% + TXA 4% Serum reduces dark spots, controls oil, and improves uneven skin tone for clearer and brighter skin.",https://poshystore.com/anua-niacinamide-10-percent-plus-txa-4-percent-serum,https://poshystore.com/images/ANUA%20Niacinamide%2010%25%20%2B%20TXA%204%25%20Serum/1.jpeg,in_stock,"25.00 JOD",,Anua,,,no,new,"Health & Beauty > Personal Care > Cosmetics > Skin Care"
